,brand_name,ATC_A,ATC_B,ATC_C,ATC_D,ATC_G,ATC_H,ATC_J,ATC_L,ATC_M,ATC_N,ATC_P,ATC_R,ATC_S,ATC_V,description,company,condition,dates_clean,approval_date,generic_name,Biosimilar or new formulation?,total_pts_rct,txt_pts_rct,placebo_pts_rct,comparator_pts_rct,NCTid_1,NCTid_2,NCTid_3,NCTid_4,NCTid_5,NCTid_6,,
1,Diacomit,,,,,,,,,,TRUE,,,,,Diacomit (stiripentol) is an anticonvulsant indicated for the treatment of seizures associated with Dravet syndrome in patients 2 years of age and older taking clobazam.,Biocodex,Dravet Syndrome,20-Aug-18,8/20/18,stiripentol,No,64,33,31,0,Data were not collected per local regulatory authority.,,,,,,,
1,Onpattro,,,,,,,,,,TRUE,,,,,Onpattro (patisiran) is a small interfering ribonucleic acid (siRNA) therapeutic  for the treatment of polyneuropathy caused by hereditary transthyretin-mediated amyloidosis (hATTR).,"Alnylam Pharmaceuticals, Inc.",Hereditary Transthyretin-Mediated Amyloidosis (hATTR),10-Aug-18,8/10/18,patisiran,No,225,148,77,0,NCT01960348,,,,,,,
1,Galafold,TRUE,,,,,,,,,,,,,,Galafold (migalastat) is an alpha-galactosidase A (alpha-Gal A) pharmacological chaperone indicated for the treatment of adults with a confirmed diagnosis of Fabry disease and an amenable galactosidase alpha gene variant.,Amicus Therapeutics,Fabry Disease,10-Aug-18,8/10/18,migalastat,No,45,25,20,0,NCT00925301,,,,,,,
1,Annovera,,,,,TRUE,,,,,,,,,,Annovera (ethinyl estradiol and segesterone acetate) is an estrogen and progestin vaginal contraceptive system indicated to prevent pregnancy for up to a year.,The Population Council,Contraception,10-Aug-18,8/10/18,ethinyl estradiol and segesterone acetate,No,2308,2308,0,0,NCT0455156,NCT00263342,,,,,,
1,Poteligeo,,,,,,,,TRUE,,,,,,,"Poteligeo (mogamulizumab-kpkc) is a humanized monoclonal antibody (mAb) directed against CC chemokine receptor 4 (CCR4) for the treatment of Mycosis Fungoides (MF) and Sí©zary Syndrome (SS), the most common subtypes of cutaneous T-cell lymphoma (CTCL).
","Kyowa Hakko Kirin Co., Ltd.",Mycosis Fungoides; Sí©zary Syndrome,8-Aug-18,8/8/18,mogamulizumab-kpkc,No,372,186,0,186,NCT01728805,,,,,,,
1,Mulpleta,,TRUE,,,,,,,,,,,,,"Mulpleta (lusutrombopag) is a once-daily, orally administered, thrombopoietin (TPO) receptor agonist for the treatment of thrombocytopenia in patients with chronic liver disease who are scheduled to undergo a medical or dental procedure.",Shionogi Inc.,Thrombocytopenia,31-Jul-18,7/31/18,lusutrombopag,No,312,157,155,0,NCT02389621,L_PLUS 1,,,,,,
1,Orilissa,,,,,,TRUE,,,,,,,,,Orilissa (elagolix) is an orally administered gonadotropin-releasing hormone (GnRH) antagonist for the management of moderate to severe pain associated with endometriosis.,"AbbVie, Inc.",Endometriosis,23-Jul-18,7/23/18,elagolix,No,1664,938,726,0,NCT01620528,NCT01931670,,,,,,
1,Tibsovo,,,,,,,,TRUE,,,,,,,Tibsovo (ivosidenib) is an isocitrate dehydrogenase-1 (IDH1) inhibitor for the treatment of patients with acute myeloid leukemia who have an IDH1 mutation.,"Agios Pharmaceuticals, Inc.",Acute Myeloid Leukemia,20-Jul-18,7/20/18,ivosidenib,No,174,174,0,0,NCT02074839,,,,,,,
1,Krintafel,,,,,,,,,,,TRUE,,,,Krintafel (tafenoquine) is an 8-aminoquinoline derivative antimalarial for the radical cure (prevention of relapse) of Plasmodium vivax malaria.,GlaxoSmithKline,Malaria,20-Jul-18,7/20/18,tafenoquine,No,371,317,54,0,NCT01376167,NCT01376167,,,,,,
1,TPOXX,,,,,,,TRUE,,,,,,,,TPOXX (tecovirimat) is an orthopoxvirus-specific antiviral indicated for the treatment of human smallpox disease.,"SIGA Technologies, Inc.",Smallpox,13-Jul-18,7/13/18,tecovirimat,No,0,0,0,0,"The effectiveness of TPOXX for treatment of smallpox disease has not been determined in humans because adequate and well-controlled field trials have not been feasible, and inducing smallpox disease in humans to study the drugÍs efficacy is not ethical.",,,,,,,
1,Braftovi,,,,,,,,TRUE,,,,,,,"Braftovi (encorafenib) is a kinase inhibitor indicated, in combination with binimetinib, for the treatment of patients with unresectable or metastatic melanoma with a BRAF V600E or V600K mutation, as detected by an FDA-approved test.",Array BioPharma Inc.,Melanoma -- Metastatic,27-Jun-18,6/27/18,encorafenib,No,577,386,0,191,NCT01909453,,,,,,,
1,Mektovi,,,,,,,,TRUE,,,,,,,"Mektovi (binimetinib)  is a kinase inhibitor indicated, in combination with encorafenib, for the treatment of patients with unresectable or metastatic melanoma with a BRAF V600E or V600K mutation, as detected by an FDA-approved test.",Array BioPharma Inc.,Melanoma -- Metastatic,27-Jun-18,6/27/18,binimetinib,No,383,192,0,191,NCT01909453,,,,,,,
1,Zemdri,,,,,,,TRUE,,,,,,,,Zemdri (plazomicin) is an aminoglycoside antibacterial for the treatment of complicated urinary tract infections.,"Achaogen, Inc.",Urinary Tract Infection,25-Jun-18,6/25/18,plazomicin,No,406,198,0,208,NCT02486627,,,,,,,
1,Epidiolex,,,,,,,,,,TRUE,,,,,"Epidiolex (cannabidiol) is a prescription pharmaceutical formulation of highly-purified, marijuana plant-derived cannabidiol (CBD) for the treatment of seizures associated with Lennox-Gastaut syndrome or Dravet syndrome in patients two years of age or older.",GW Pharmaceuticals plc,"Lennox-Gastaut Syndrome, Dravet Syndrome",25-Jun-18,6/25/18,cannabidiol,No,396,235,161,0,NCT02224560,NCT02224690,,,,,,
1,moxidectin,,,,,,,,,,,TRUE,,,,Moxidectin is a macrocyclic lactone anthelmintic medicine indicated for the treatment of river blindness (onchocerciasis) in patients aged 12 years and older.,Medicines Development for Global Health,Onchocerciasis,13-Jun-18,6/13/18,onchocerciasis,No,1472,977,0,495,NCT00790998,NCT00300768,,,,,,
1,Olumiant,,,,,,,,TRUE,,,,,,,Olumiant (baricitinib) is a Janus kinase (JAK) inhibitor for the treatment of rheumatoid arthritis.,Eli Lilly and Company and Incyte Corporation ,Rheumatoid Arthritis,31-May-18,5/31/18,baricitinib,No,807,403,404,0,NCT01721057,NCT01721044,,,,,,
1,Palynziq,,,,,,,,,,TRUE,,,,,Palynziq (pegvaliase-pqpz) is a phenylalanine-metabolizing enzyme indicated to reduce blood phenylalanine concentrations in adult patients with phenylketonuria.,BioMarin Pharmaceutical Inc.,Phenylketonuria,24-May-18,5/24/18,pegvaliase-pqpz,No,86,58,28,0,NCT01819727,,,,,,,
1,Doptelet,,TRUE,,,,,,,,,,,,,"Doptelet (avatrombopag) is a second generation, orally administered thrombopoietin receptor agonist (TPO-RA) indicated for the treatment of:","Dova Pharmaceuticals, Inc.","Thrombocytopenia, Idiopathic (Immune) Thrombocytopenic Purpura",21-May-18,5/21/18,avatrombopag,No,435,277,158,0,NCT01972529,NCT01976104,,,,,,
1,Lokelma,,,,,,,,,,,,,,TRUE,Lokelma (sodium zirconium cyclosilicate) is a potassium binder indicated for the treatment of hyperkalemia in adults.,AstraZeneca,Hyperkalemia,18-May-18,5/18/18,sodium zirconium cyclosilicate,No,1828,1588,240,0,NCT01737697,NCT02088073,NCT02163499,,,,,
1,Aimovig,,,,,,,,,,TRUE,,,,,"Aimovig (erenumab-aooe) is a calcitonin gene-related peptide (CGRP) receptor antagonist indicated for the preventive treatment of migraine.
",Amgen Inc.,Migraine Prophylaxis,17-May-18,5/17/18,erenumab-aooe,No,2199,1303,896,0,NCT02456740,NCT02483585,NCT02066415,,,,,
1,Lucemyra,,,,,,,,,,TRUE,,,,,Lucemyra (lofexidine hydrochloride) is a selective alpha 2-adrenergic receptor agonist indicated for reducing the severity of withdrawal symptoms in patients experiencing opioid withdrawal.,US WorldMeds,Opiate Withdrawal,16-May-18,5/16/18,lofexidine hydrochloride,No,866,585,281,0,NCT01863186,NCT00235729,,,,,,
1,Tavalisse,,TRUE,,,,,,,,,,,,,"Tavalisse (fostamatinib) is an oral spleen tyrosine kinase (SYK) inhibitor for the treatment of patients with chronic immune thrombocytopenia (ITP).
","Rigel Pharmaceuticals, Inc.",Idiopathic (Immune) Thrombocytopenic Purpura,17-Apr-18,4/17/18,fostamatinib,No,150,101,49,0,NCT02076399,NCT02076412,,,,,,
1,Crysvita,,,,,,,,,TRUE,,,,,,Crysvita (burosumab-twza) is a fibroblast growth factor 23 (FGF23) blocking antibody for the treatment of x-linked hypophosphatemia (XLH).,Ultragenyx Pharmaceutical Inc.,X-Linked Hypophosphatemia,17-Apr-18,4/17/18,burosumab-twza,No,187,121,66,0,NCT02163577,NCT02750618,NCT02526160,NCT02537431,,,,
1,Ilumya,,,,,,,,TRUE,,,,,,,"Ilumya (tildrakizumab-asmn) is a humanized, anti-IL-23p19 monoclonal antibody for the treatment of moderate-to-severe plaque psoriasis.",Sun Pharmaceutical Industries Ltd.,Plaque Psoriasis,20-Mar-18,3/20/18,tildrakizumab-asmn,No,926,616,310,0,NCT01722331,NCT01729754,,,,,,
1,Trogarzo,,,,,,,TRUE,,,,,,,,Trogarzo (ibalizumab-uiyk) is a CD4-directed post-attachment HIV-1 inhibitor for the treatment of multidrug resistant human immunodeficiency virus-1 (HIV-1) infection in heavily treatment-experienced adults.,TaiMed Biologics USA Corp.,HIV Infection,6-Mar-18,3/6/18,ibalizumab-uiyk,No,40,40,0,0,NCT02475629,,,,,,,
1,Erleada,,,,,,,,TRUE,,,,,,,"Erleada (apalutamide) is an oral androgen receptor inhibitor for the treatment of metastatic castration-sensitive prostate cancer, and non-metastatic castration-resistant prostate cancer.","Janssen Pharmaceuticals, Inc.",Prostate Cancer,14-Feb-18,2/14/18,apalutamide,No,1207,806,401,0,NCT01946204,,,,,,,
1,Symdeko,,,,,,,,,,,,TRUE,,,Symdeko (ivacaftor/tezacaftor tablets and ivacaftor tablets) is a cystic fibrosis transmembrane conductance regulator (CFTR) potentiator and CFTR corrector combination for the treatment of cystic fibrosis in patients aged 6 years and older who are homozygous for the F508del mutation or who have at least one mutation in the CFTR) gene that is responsive to Symdeko.,Vertex Pharmaceuticals Incorporated,Cystic Fibrosis,12-Feb-18,2/12/18,ivacaftor/tezacaftor tablets and ivacaftor tablets,No,1150,492,502,156,NCT02347657,NCT02392234,NCT02516410,,,,,
1,Biktarvy,,,,,,,TRUE,,,,,,,,"Biktarvy (bictegravir, emtricitabine and tenofovir alafenamide) is an integrase strand transfer inhibitor and emtricitabine/tenofovir alafenamide (Descovy) combination for the treatment of HIV-1 infection in adults.","Gilead Sciences, Inc.",HIV Infection,7-Feb-18,2/7/18,"bictegravir, emtricitabine and tenofovir alafenamide",No,2414,1206,0,1208,NCT02607930,NCT02607956,NCT02603120,NCT02603107,,,,
1,Lutathera,,,,,,,,,,,,,,TRUE,Lutathera (lutetium Lu 177 dotatate) is a Lu-177-labeled somatostatin analogue indicated for the treatment of somatostatin receptor-positive gastroenteropancreatic neuroendocrine tumors. ,Advanced Accelerator Applications S.A.,Gastroenteropancreatic Neuroendocrine Tumors,26-Jan-18,1/26/18,lutetium Lu 177 dotatate,No,589,476,0,113,NCT01578239,ERASMUS study,,,,,,
1,Giapreza,,,TRUE,,,,,,,,,,,,Giapreza (angiotensin II) is a synthetic human angiotensin II vasoconstrictor indicated for the treatment of hypotension in adults with septic or other distributive shock.,La Jolla Pharmaceutical Company,"Hypotension, Shock",21-Dec-17,12/21/17,angiotensin II,No,321,163,158,0,NCT02338843,,,,,,,
1,Macrilen,,,,,,,,,,,,,,TRUE,Macrilen (macimorelin) is a growth hormone (GH) secretagogue receptor agonist indicated for the diagnosis of adult growth hormone deficiency.,Aeterna Zentaris Inc.,Diagnosis of Adult Growth Hormone Deficiency,20-Dec-17,12/20/17,macimorelin,No,140,59,81,0,NCT02558829,,,,,,,
1,Steglatro,TRUE,,,,,,,,,,,,,,Steglatro (ertugliflozin) is a sodium-glucose co-transporter-2 (SGLT2) inhibitor used to help improve glycemic control in adults with type 2 diabetes.,Merck,Diabetes Type 2,19-Dec-17,12/19/17,ertugliflozin,No,4847,3400,763,684,NCT01958671,NCT02033889,NCT02036515,NCT01986855,NCT01999218,NCT02099110,NCT02226003,
1,Rhopressa,,,,,,,,,,,,,TRUE,,"Rhopressa (netarsudil ophthalmic solution) is a Rho kinase inhibitor for the treatment of open-angle glaucoma or ocular hypertension.
","Aerie Pharmaceuticals, Inc.",Glaucoma,18-Dec-17,12/18/17,netarsudil ophthalmic solution,No,881,428,0,453,NCT02207491,NCT02207621,NCT02558374,,,,,
1,Xepi,,,,TRUE,,,,,,,,,,,Xepi (ozenoxacin) is a topical non-fluorinated quinolone for the treatment of impetigo due to Staphylococcus aureus or Streptococcus pyogenes.,"Medimetriks Pharmaceuticals, Inc.",Impetigo,11-Dec-17,12/11/17,ozenoxacin,No,723,361,362,0,NCT01397461,NCT02090764,,,,,,
1,Ozempic,TRUE,,,,,,,,,,,,,,Ozempic (semaglutide) is a glucagon-like peptide-1 (GLP-1) analog administered once-weekly for the treatment of adults with type 2 diabetes.,Novo Nordisk,Diabetes Type 2,5-Dec-17,12/5/17,semaglutide,No,7196,4113,1911,1172,NCT02054897,NCT01930188,NCT01885208,NCT02128932,NCT02305381,NCT01720446,,
1,Hemlibra,,TRUE,,,,,,,,,,,,,Hemlibra (emicizumab-kxwh) is a bispecific factor IXa- and factor X-directed antibody indicated to prevent or reduce the frequency of bleeding episodes in patients with hemophilia A (congenital factor VIII deficiency) with or without factor VIII inhibitors.,"Genentech, Inc.","Hemophilia A with Inhibitors, Hemophilia A",16-Nov-17,11/16/17,emicizumab-kxwh,No,176,120,0,56,NCT02622321,NCT02795767,,,,,,
1,Mepsevii,TRUE,,,,,,,,,,,,,,"Mepsevii (vestronidase alfa) is a recombinant human lysosomal beta glucuronidase indicated for the treatment of Mucopolysaccharidosis VII (MPS VII, Sly syndrome).","Ultragenyx Pharmaceutical, Inc.",Mucopolysaccharidosis Type VII,15-Nov-17,11/15/17,vestronidase alfa,No,27,15,12,,NCT02230566,NCT02432144,NCT01856218,,,,,
1,Fasenra,,,,,,,,,,,,TRUE,,,Fasenra (benralizumab) is an interleukin-5 receptor alpha-directed cytolytic monoclonal antibody indicated for the treatment of patients with severe eosinophilic asthma.,AstraZeneca,Asthma,14-Nov-17,11/14/17,benralizumab,No,1805,1045,760,,NCT01238861,NCT01928771,NCT01914757,NCT02075255,NCT02322775,,,
1,Prevymis,,,,,,,TRUE,,,,,,,,Prevymis (letermovir) is a CMV DNA terminase complex inhibitor indicated for the prophylaxis of cytomegalovirus (CMV) infection and disease in adult allogeneic hematopoietic stem cell transplant patients.,"Merck & Co., Inc.",CMV Prophylaxis,8-Nov-17,11/8/17,letermovir,No,495,325,170,0,NCT02137772,,,,,,,
1,Vyzulta,,,,,,,,,,,,,TRUE,,Vyzulta (latanoprostene bunod) is a nitric oxide donating prostaglandin receptor agonist for the treatment of patients with open angle glaucoma or ocular hypertension.,"Valeant Pharmaceuticals International, Inc.","Glaucoma (Open Angle), Intraocular Hypertension",2-Nov-17,11/2/17,latanoprostene bunod,No,840,569,0,271,NCT01749904,NCT01749930,,,,,,
1,Calquence,,,,,,,,TRUE,,,,,,,"Calquence (acalabrutinib) is a highly selective, potent, Bruton tyrosine kinase (BTK) inhibitor for the treatment of mantle cell lymphoma (MCL), and chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma.",AstraZeneca,Mantle Cell Lymphoma; Chronic Lymphocytic Leukemia,31-Oct-17,10/31/17,acalabrutinib,No,124,124,0,0,NCT02213926,,,,,,,
1,Verzenio,,,,,,,,TRUE,,,,,,,"Verzenio (abemaciclib) is a selective ATP-competitive inhibitor of cyclin dependent kinases (CDK) 4 and 6 indicated for the treatment of patients with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative metastatic breast cancer.
",Eli Lilly and Company,Breast Cancer,28-Sep-17,9/28/17,abemaciclib,No,801,578,223,0,NCT02107703,NCT02102490,,,,,,
1,Solosec,,,,,,,,,,,TRUE,,,,Solosec (secnidazole) is a nitroimidazole antimicrobial for use as a single-dose oral therapy in the treatment of bacterial vaginosis (BV).,"Symbiomix Therapeutics, LLC",Bacterial Vaginosis,15-Sep-17,9/15/17,secnidazole,No,288,169,119,0,NCT03937869,NCT03935217,,,,,,
1,Aliqopa,,,,,,,,TRUE,,,,,,,Aliqopa (copanlisib) is a phosphatidylinositol-3-kinase (PI3K) inhibitor indicated for the treatment of adult patients with relapsed follicular lymphoma (FL).,"Bayer Healthcare Pharmaceuticals, Inc.",Follicular Lymphoma,14-Sep-17,9/14/17,copanlisib,No,104,104,0,0,NCT01660451,,,,,,,
1,Vabomere,,,,,,,TRUE,,,,,,,,Vabomere (meropenem and vaborbactam) is a carbapenem and beta-lactamase inhibitor combination for the treatment of complicated urinary tract infections (cUTIs).,"Chemo Research, S. L.",Chagas Disease,29-Aug-17,8/29/17,meropenem and vaborbactam,No,545,272,0,273,NCT02166476,,,,,,,
1,Besponsa,,,,,,,,TRUE,,,,,,,"Besponsa (inotuzumab ozogamicin) is a CD22 monoclonal antibody and calicheamicin cytotoxic agent conjugate for the treatment of adults with relapsed or refractory B-cell precursor acute lymphoblastic leukemia (ALL).
",Pfizer Inc.,Acute Lymphoblastic Leukemia,17-Aug-17,8/17/17,inotuzumab ozogamicin,No,326,164,0,162,NCT01564784,,,,,,,
1,Mavyret,,,,,,,TRUE,,,,,,,,"Mavyret (glecaprevir/pibrentasvir) is a fixed-dose combination of glecaprevir, an NS3/4A protease inhibitor, and pibrentasvir, an NS5A inhibitor, indicated for the treatment of all major genotypes (GT1-6) of chronic hepatitis C.",AbbVie Inc.,Chronic Hepatitis C,3-Aug-17,8/3/17,glecaprevir/pibrentasvir,No,2589,2473,0,116,NCT02604017,NCT02243293,NCT02640157,NCT02636595,NCT02243280,NCT02642432,NCT02651194,NCT02446717
1,Idhifa,,,,,,,,TRUE,,,,,,,"Idhifa (enasidenib) is a first-in-class, oral, targeted inhibitor of mutant isocitrate dehydrogenase 2 (IDH2) for the treatment of patients with relapsed or refractory acute myeloid leukemia (AML) with an IDH2 mutation.",Celgene Corporation,Acute Myeloid Leukemia,1-Aug-17,8/1/17,enasidenib,No,199,199,0,0,NCT01915498,,,,,,,
1,Vosevi,,,,,,,TRUE,,,,,,,,"Vosevi (sofosbuvir, velpatasvir and voxilaprevir or SOF/VEL/VOX) is a fixed-dose combination of a nucleotide analog NS5B polymerase inhibitor (SOF), a pangenotypic NS5A inhibitor (VEL), and a pangenotypic NS3/4A protease inhibitor (VOX) for the treatment of genotype 1-6 chronic hepatitis C virus (HCV) infection.","Gilead Sciences, Inc.",Chronic Hepatitis C,18-Jul-17,7/18/17,"sofosbuvir, velpatasvir and voxilaprevir or SOF/VEL/VOX",No,749,597,152,0,NCT02607735,NCT02639247,,,,,,
1,Nerlynx,,,,,,,,TRUE,,,,,,,Nerlynx (neratinib) is a tyrosine kinase inhibitor for the extended adjuvant treatment of early-stage HER2-positive breast cancer.,"Puma Biotechnology, Inc.",Breast Cancer -- Adjuvant,17-Jul-17,7/17/17,neratinib,No,2840,1420,1420,0,NCT00878709,,,,,,,
1,Tremfya,,,,,,,,TRUE,,,,,,,Tremfya (guselkumab) is an interleukin-23 blocker indicated for the treatment of moderate-to-severe plaque psoriasis in adults who are candidates for systemic therapy or phototherapy.,"Janssen Biotech, Inc.",Plaque Psoriasis,13-Jul-17,7/13/17,guselkumab,No,1829,825,422,582,NCT02207231,NCT02207244,NCT02203032,,,,,
1,Bevyxxa,,TRUE,,,,,,,,,,,,,"Bevyxxa (betrixaban) is an oral, once-daily Factor Xa inhibitor anticoagulant for the extended-duration prophylaxis of venous thromboembolism (VTE) in at-risk adult patients hospitalized for an acute medical illness.",Portola Pharmaceuticals Inc.,Prevention of Venous Thromboembolism,23-Jun-17,6/23/17,betrixaban,No,7441,3721,3720,0,NCT01583218,,,,,,,
1,Baxdela,,,,,,,TRUE,,,,,,,,Baxdela (delafloxacin) is a fluoroquinolone antibacterial indicated for the treatment of acute bacterial skin and skin structure infections (ABSSSI) and community-acquired bacterial pneumonia (CABP) caused by designated susceptible bacteria.,Melinta Therapeutics,"Skin and Structure Infection, Pneumonia",19-Jun-17,6/19/17,delafloxacin,No,1510,754,0,756,NCT01811732,NCT02679573,,,,,,
1,Kevzara,,,,,,,,TRUE,,,,,,,Kevzara (sarilumab) is an interleukin-6 receptor (IL-6R) antibody for the treatment of adults with rheumatoid arthritis.,"Sanofi and Regeneron Pharmaceuticals, Inc.",Rheumatoid Arthritis,22-May-17,5/22/17,sarilumab,No,1743,1164,579,0,NCT01061736,NCT01709578,,,,,,
1,Radicava,,,,,,,,,,TRUE,,,,,"Radicava (edaravone) is a free radical scavenger that relieves the effects of oxidative stress, a likely factor in the onset and progression of amyotrophic lateral sclerosis.",Mitsubishi Tanabe Pharma,Amyotrophic Lateral Sclerosis,5-May-17,5/5/17,edaravone,No,137,69,68,0,NCT01492686,,,,,,,
1,Imfinzi,,,,,,,,TRUE,,,,,,,Imfinzi (durvalumab) is an anti-PD-L1 (programmed death ligand-1) human monoclonal antibody for the treatment of patients with metastatic urothelial carcinoma and for the treatment of patients with unresectable non-small cell lung cancer that has not progressed after chemoradiation.,AstraZeneca,"Urothelial Carcinoma, Non-Small Cell Lung Cancer",1-May-17,5/1/17,durvalumab,No,182,182,0,0,NCT01693562,,,,,,,
1,Rydapt,,,,,,,,TRUE,,,,,,,"Rydapt (midostaurin) is an oral, multi-targeted kinase inhibitor for the treatment of acute myeloid leukemia (AML) in newly-diagnosed adults with an FMS-like tyrosine kinase-3 (FLT3) mutation, and for the treatment of advanced systemic mastocytosis (SM), which includes aggressive systemic mastocytosis (ASM), systemic mastocytosis with associated hematological neoplasm (SM-AHN) and mast cell leukemia.",Novartis,"Acute Myeloid Leukemia, Mastocytosis",28-Apr-17,4/28/17,midostaurin,No,833,476,357,0,NCT00651261,NCT00782067,,,,,,
1,Tymlos,,,,,,TRUE,,,,,,,,,Tymlos (abaloparatide) is a synthetic peptide analog of hPTHrP (human parathyroid hormone-related protein) for the treatment of postmenopausal women with osteoporosis. ,"Radius Health, Inc.",Osteoporosis,28-Apr-17,4/28/17,abaloparatide,No,1645,824,821,0,NCT01343004,NCT01657162,,,,,,
1,Alunbrig,,,,,,,,TRUE,,,,,,,"Alunbrig (brigatinib) is an anaplastic lymphoma kinase (ALK) inhibitor for the treatment of patients with anaplastic lymphoma kinase positive (ALK+) non-small cell cancer (NSCLC) whose disease is resistant to crizotinib.
",Takeda Pharmaceutical Company Limited,Non-Small Cell Lung Cancer,28-Apr-17,4/28/17,brigatinib,No,222,222,0,0,NCT02094573,,,,,,,
1,Brineura,TRUE,,,,,,,,,,,,,,"Brineura (cerliponase alfa) is an enzyme replacement therapy for the restoration of tripeptidyl peptidase-1 (TPP1) enzyme activity in patients with late infantile neuronal ceroid lipofuscinosis type 2 (CLN2), or TPP1 deficiency, a form of Batten disease.",BioMarin Pharmaceutical Inc.,CLN2 Disease,27-Apr-17,4/27/17,cerliponase alfa,No,24,24,0,0,NCT01907087,,,,,,,
1,Ingrezza,,,,,,,,,,TRUE,,,,,"Ingrezza (valbenazine) is a novel, highly-selective VMAT2 inhibitor for the treatment of tardive dyskinesia.
","Neurocrine Biosciences, Inc.",Tardive Dyskinesia,11-Apr-17,4/11/17,valbenazine,No,234,156,78,0,NCT02274558,,,,,,,
1,Austedo,,,,,,,,,,TRUE,,,,,Austedo (deutetrabenazine) is a vesicular monoamine transporter 2 (VMAT2) inhibitor indicated for the treatment of chorea associated with Huntingtonäó»s disease and the treatment of tardive dyskinesia.,Teva Pharmaceutical Industries Ltd.,"Huntington Disease, Tardive Dyskinesia",3-Apr-17,4/3/17,deutetrabenazine,No,90,45,45,0,NCT01795859,,,,,,,
1,Ocrevus,,,,,,,,TRUE,,,,,,,"Ocrevus (ocrelizumab) is a humanized monoclonal antibody designed to selectively target CD20-positive B cells, a specific type of immune cell thought to be a key contributor to myelin and axonal nerve cell damage. Ocrevus is indicated as a treatment for both relapsing (RMS) and primary progressive (PPMS) forms of multiple sclerosis.","Genentech, Inc.",Multiple Sclerosis,28-Mar-17,3/28/17,ocrelizumab,No,1656,827,0,829,NCT01247324,NCT01412333,,,,,,
1,Dupixent,,,,TRUE,,,,,,,,,,,"Dupixent (dupilumab) is an interleukin-4 receptor alpha antagonist indicated for the treatment of atopic dermatitis, asthma, and chronic rhinosinusitis with nasal polyposis.","Sanofi  and Regeneron Pharmaceuticals, Inc.","Atopic Dermatitis, Asthma",28-Mar-17,3/28/17,dupilumab,No,1338,563,775,0,NCT02277743,NCT02277769,,,,,,
1,Zejula,,,,,,,,TRUE,,,,,,,"Zejula (niraparib) is an oral, poly ADP-ribose polymerase (PARP) inhibitor for the treatment of patients with ovarian, fallopian tube, or primary peritoneal cancer.","Tesaro, Inc.","Ovarian Cancer, Fallopian Tube Cancer, Peritoneal Cancer",27-Mar-17,3/27/17,niraparib,No,553,372,181,0,NCT01847274,,,,,,,
1,Bavencio,,,,,,,,TRUE,,,,,,,Bavencio (avelumab) is a programmed death ligand-1 (PD-L1) blocking antibody indicated for the treatment of patients with metastatic Merkel cell carcinoma (MCC); patients with advanced or metastatic urothelial carcinoma; and in combination with axitinib for patients with advanced renal cell carcinoma.,EMD Serono Inc.,"Merkel Cell Carcinoma, Urothelial Carcinoma, Renal Cell Carcinoma",23-Mar-17,3/23/17,avelumab,No,88,88,0,0,NCT02155647,,,,,,,
1,Symproic,TRUE,,,,,,,,,,,,,,Symproic (naldemedine) is a peripherally-acting mu-opioid receptor antagonist for the treatment of opioid-induced constipation.,Shionogi Inc.,Opioid-Induced Constipation,23-Mar-17,3/23/17,naldemedine,No,1095,549,546,0,NCT01965158,NCT01993940,,,,,,
1,Xadago,,,,,,,,,,TRUE,,,,,Xadago (safinamide) is a monoamine oxidase type B (MAO-B) inhibitor indicated as an adjunctive treatment to levodopa/carbidopa in patients with Parkinsonäó»s disease (PD) experiencing äóìoffäó episodes. ,Newron Pharmaceuticals S.p.A.,Parkinson's Disease,21-Mar-17,3/21/17,safinamide,No,1194,707,487,0,NCT01187966,,,,,,,
1,Kisqali,,,,,,,,TRUE,,,,,,,"Kisqali (ribociclib) is an inhibitor of cyclin-dependent kinase (CDK) 4 and 6 indicated for the combination treatment of pre/perimenopausal or postmenopausal women with HR+/HER2- metastatic breast cancer.
",Novartis Pharmaceuticals Corporation,Breast Cancer,13-Mar-17,3/13/17,ribociclib,No,668,334,334,0,NCT01958021,,,,,,,
1,Xermelo,TRUE,,,,,,,,,,,,,,Xermelo (telotristat ethyl) is an oral tryptophan hydroxylase inhibitor indicated for use in combination with somatostatin analog (SSA) therapy for the treatment of carcinoid syndrome diarrhea in patients with metastatic neuroendocrine tumors.,"Lexicon Pharmaceuticals, Inc.",Carcinoid Syndrome Diarrhea,28-Feb-17,2/28/17,telotristat ethyl,No,90,45,45,0,NCT01677910,,,,,,,
1,Siliq,,,,,,,,TRUE,,,,,,,Siliq (brodalumab) is a human anti-interleukin-17-receptor monoclonal antibody for the treatment of plaque psoriasis.,"Valeant Pharmaceuticals International, Inc.",Plaque Psoriasis,15-Feb-17,2/15/17,brodalumab,No,2915,1458,844,613,NCT01708629,NCT01708590,NCT01708603,,,,,
1,Emflaza,,,,,,TRUE,,,,,,,,,Emflaza (deflazacort) is a glucocorticoid indicated for the treatment of Duchenne muscular dystrophy (DMD) in patients 2 years of age and older.,"PTC Therapeutics, Inc.",Duchenne Muscular Dystrophy,9-Feb-17,2/9/17,deflazacort,No,101,51,50,0,NCT03783923,,,,,,,
