checked?,brand_name,ATC_A,ATC_B,ATC_C,ATC_D,ATC_G,ATC_H,ATC_J,ATC_L,ATC_M,ATC_N,ATC_P,ATC_R,ATC_S,ATC_V,description,company,condition,dates_clean,approval_date,,generic_name,generic_name_fw,Biosimilar or new formulation?,total_pts_rct,txt_pts_rct,placebo_pts_rct,comparator_pts_rct,trial_name,,NCTid,,Accelerated?
,Spravato,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Spravato (esketamine) is a rapid acting, nasal spray formulation of a non-competitive N-methyl D-aspartate (NMDA) receptor antagonist indicated, in conjunction with an oral antidepressant, for use in adults with treatment-resistant depression.","Janssen Pharmaceuticals, Inc.Treatment for: ",Treatment-Resistant Depression,5-Mar-19,3/5/19,Spravato,esketamine,esketamine,,,,,,,,,,
,Herceptin Hylecta,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,Herceptin Hylecta (trastuzumab and hyaluronidase-oysk) is a combination of the approved HER2/neu receptor antagonist trastuzumab (Herceptin) and recombinant human hyaluronidase PH20 (an enzyme that helps to deliver trastuzumab under the skin) indicated for the treatment of HER2-overexpressing breast cancer.,"Genentech, Inc.",Breast Cancer,28-Feb-19,2/28/19,Herceptin Hylecta,trastuzumab and hyaluronidase-oysk,trastuzumab,,,,,,,,,,
,Adhansia XR,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,Adhansia XR (methylphenidate hydrochloride) is an extended-release capsule formulation of the approved central nervous system (CNS) stimulant methylphenidate indicated for the treatment of Attention-Deficit/Hyperactivity Disorder (ADHD) in patients six years and older. ,Adlon Therapeutics L.P.,Attention-Deficit / Hyperactivity Disorder,27-Feb-19,2/27/19,Adhansia XR,methylphenidate hydrochloride,methylphenidate,,,,,,,,,,
,Esperoct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Esperoct (turoctocog alfa pegol, N8-GP) is an extended half-life factor VIII molecule for the treatment of adults and children with hemophilia A.",Novo Nordisk,Hemophilia A,19-Feb-19,2/19/19,Esperoct,"turoctocog alfa pegol, N8-GP",turoctocog,,,,,,,,,,
,Egaten,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Egaten (triclabendazole) is a benzimidazole anthelmintic indicated for the treatment of fascioliasis,  a neglected tropical disease (NTD) caused by liver flukes Fasciola hepatica and Fasciola gigantica.",Novartis,Fascioliasis,13-Feb-19,2/13/19,Egaten,triclabendazole,triclabendazole,,,,,,,,,,
,Cablivi,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cablivi (caplacizumab-yhdp) is a von Willebrand factor (vWF)-directed antibody fragmentindicated for the treatment of adult patients with acquired thrombotic thrombocytopenic purpura (aTTP), in combination with plasma exchange and immunosuppressive therapy.",Ablynx NV,Acquired Thrombotic Thrombocytopenic Purpura,6-Feb-19,2/6/19,Cablivi,caplacizumab-yhdp,caplacizumab,,,,,,,,,,
,Jeuveau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jeuveau (prabotulinumtoxinA) is a proprietary 900 kDa purified botulinum toxin type A formulation for the temporary improvement in the appearance of moderate to severe glabellar (frown) lines.,"Evolus, Inc.",Glabellar Lines,1-Feb-19,2/1/19,Jeuveau,prabotulinumtoxinA,prabotulinumtoxinA,,,,,,,,,,
,Wixela Inhub,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,Wixela Inhub (fluticasone propionate and salmeterol) is a corticosteroid and long-acting beta2-adrenergic agonist (LABA) combination indicated for the treatment of asthma and chronic obstructive pulmonary disease (COPD).,Mylan N.V.,"Asthma, Chronic Obstructive Pulmonary Disease",30-Jan-19,1/30/19,Wixela Inhub,fluticasone propionate and salmeterol,fluticasone,,,,,,,,,,
,Gloperba,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Gloperba (colchicine) is an oral solution formulation of the approved drug colchicine indicated for prophylaxis of gout flares in adults.,"Romeg Therapeutics, LLC",Gout,30-Jan-19,1/30/19,Gloperba,colchicine,colchicine,,,,,,,,,,
,Tosymra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Tosymra (sumatriptan) is a serotonin (5-HT1B/1D) receptor agonist (triptan) indicated for the acute treatment of migraine with or without aura in adults.,"Dr. Reddy's Laboratories, Inc.",Migraine,25-Jan-19,1/25/19,Tosymra,sumatriptan,sumatriptan,,,,,,,,,,
,Ontruzant,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,"Ontruzant (trastuzumab-dttb) is a HER2/neu receptor antagonist biosimilar to Herceptin indicated for the treatment of HER2-overexpressing breast cancer, and the treatment of HER2-overexpressing metastatic gastric or gastroesophageal junction adenocarcinoma. ","Samsung Bioepis Co., Ltd.","Breast Cancer, Gastric Cancer",18-Jan-19,1/18/19,,trastuzumab-dttb,trastuzumab,Yes,,,,,,,,,
,Ultomiris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ultomiris (ravulizumab-cwvz) is a long-acting C5 complement inhibitor for:,"Alexion Pharmaceuticals, Inc.","Paroxysmal Nocturnal Hemoglobinuria, Hemolytic Uremic Syndrome",21-Dec-18,12/21/18,Ultomiris,ravulizumab-cwvz,ravulizumab,,,,,,,,,,
,Elzonris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elzonris (tagraxofusp-erzs) is a CD123-directed cytotoxin for the treatment of blasticplasmacytoid dendritic cell neoplasm (BPDCN).","Stemline Therapeutics, Inc.",Blastic Plasmacytoid Dendritic Cell Neoplasm,21-Dec-18,12/21/18,Elzonris,tagraxofusp-erzs,tagraxofusp,,,,,,,,,,
,Inbrija,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Inbrija (levodopa) is an oral inhalation formulation of the approved drug levodopa for the treatment of OFF episodes in people with Parkinsonâ€™s disease taking a carbidopa/levodopa regimen.,"Acorda Therapeutics, Inc.",Parkinson's Disease,21-Dec-18,12/21/18,Inbrija,levodopa,levodopa,,,,,,,,,,
,ProAir Digihaler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ProAir Digihaler (albuterol sulfate) is a beta2-adrenergic agonist indicated for the treatment or prevention of bronchospasm in patients with reversible obstructive airway disease, and the prevention of exercise-induced bronchospasm.",Teva Pharmaceutical Industries Ltd.,"Bronchospasm Prophylaxis, Asthma, Chronic Obstructive Pulmonary Disease",21-Dec-18,12/21/18,ProAir Digihaler,albuterol sulfate,albuterol,,,,,,,,,,
,Vaxelis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaxelis is a hexavalent combination vaccine indicated for active immunization to preventdiphtheria, tetanus, pertussis, poliomyelitis, hepatitis B, and invasive diseasedue to Haemophilus influenzae type b in children from 6 weeks through 4 years of age (prior to the 5th birthday).",Merck and Sanofi,"Diphtheria Prophylaxis, Tetanus Prophylaxis, Pertussis Prophylaxis, Poliomyelitis Prophylaxis, Hepatitis B Prophylaxis, Haemophilus influenzae Prophylaxis",21-Dec-18,12/21/18,Vaxelis,prior to the 5th birthday,prior,,,,,,,,,,
,Elepsia XR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Elepsia XR (levetiracetam) is an extended-release formulation of the antiepileptic drug levetiracetam  designed to reduce pill burden in patients receiving high doses for the treatment of partial onset seizures.,Sun Pharma Global,Epilepsy,20-Dec-18,12/20/18,Elepsia XR,levetiracetam,levetiracetam,,,,,,,,,,
,Asparlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asparlas (calaspargase pegol-mknl) is an asparagine specific enzyme indicated as a componentof a multi-agent chemotherapy regimen for the treatment of acute lymphoblastic leukemia.",Servier Pharmaceuticals LLC,Acute Lymphoblastic Leukemia,20-Dec-18,12/20/18,Asparlas,calaspargase pegol-mknl,calaspargase,,,,,,,,,,
,Herzuma,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,Herzuma (trastuzumab-pkrb) is a HER2/neu receptor antagonist biosimilar to Herceptin indicated for the treatment of HER2-overexpressing breast cancer.,"Celltrion, Inc. and Teva Pharmaceutical Industries Ltd.",Breast Cancer,14-Dec-18,12/14/18,,trastuzumab-pkrb,trastuzumab,Yes,,,,,,,,,
,Motegrity,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Motegrity (prucalopride) is a selective serotonin type 4 (5â€‘HT4) receptor agonist for the treatment of chronic idiopathic constipation (CIC) in adults.,Shire plc,Chronic Idiopathic Constipation,14-Dec-18,12/14/18,Motegrity,prucalopride,prucalopride,,,,,,,,,,
,Tolsura,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tolsura (itraconazole) is an azole antifungal indicated for the treatment of certain fungal infections including blastomycosis, histoplasmosis and aspergillosis. ",Mayne Pharma,Blastomycosis; Histoplasmosis; Aspergillosis,11-Dec-18,12/11/18,Tolsura,itraconazole,itraconazole,,,,,,,,,,
,Dextenza,TRUE,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,Dextenza (dexamethasone ophthalmic insert) is a corticosteroid intracanalicular insert for the treatment of post-surgical ocular inflammation and pain.,"Ocular Therapeutix, Inc.",Post-Surgical Ocular Inflammation and Pain,30-Nov-18,11/30/18,Dextenza,dexamethasone ophthalmic insert,dexamethasone,,,,,,,,,,
,Truxima,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,"Truxima (rituximab-abbs) is a  CD20-directed cytolytic antibody biosimilar to Rituxan indicated forthe treatment of adult patients with non-Hodgkinâ€™s lymphoma.","Celltrion, Inc.",non-Hodgkin's Lymphoma,28-Nov-18,11/28/18,Truxima,rituximab-abbs,rituximab,,,,,,,,,,
,Xospata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Xospata (gilteritinib) is a FLT3/AXL kinase inhibitor indicated for the treatment of patients who have relapsed or refractory acute myeloid leukemia (AML) with a FLT3 mutation as detected by an FDA-approved test.,Astellas Pharma Inc.,Acute Myeloid Leukemia,28-Nov-18,11/28/18,Xospata,gilteritinib,gilteritinib,,,,,,,,,,
,Firdapse,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"Firdapse (amifampridine phosphate) is a nonspecific, voltage-dependent, potassium (K+) channel blocker for the treatment of Lambert Eaton myasthenic syndrome (LEMS) in adults.","Catalyst Pharmaceuticals, Inc.",Lambert Eaton Myasthenic Syndrome,28-Nov-18,11/28/18,Firdapse,amifampridine phosphate,amifampridine,,,,,,,,,,
,Vitrakvi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vitrakvi (larotrectinib) is an oral selective tropomyosin receptor kinase (TRK) inhibitor for the treatment solid tumors harboring NTRK-fusion proteins.,"Loxo Oncology, Inc.",TRK Fusion Cancers,26-Nov-18,11/26/18,Vitrakvi,larotrectinib,larotrectinib,,,,,,,,,,
,Daurismo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Daurismo (glasdegib) is a hedgehog pathway inhibitor indicated for the combination treatment of adult patients â‰¥75 years with newly-diagnosed acute myeloid leukemia (AML).,Pfizer Inc.,Acute Myeloid Leukemia,21-Nov-18,11/21/18,Daurismo,glasdegib,glasdegib,,,,,,,,,,
,Gamifant,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,Gamifant (emapalumab-lzsg) is an interferon gamma (IFNÎ_) blocking antibody for the treatment of patients with primary hemophagocytic lymphohistiocytosis (HLH).,Novimmune SA,Hemophagocytic Lymphohistiocytosis,20-Nov-18,11/20/18,Gamifant,emapalumab-lzsg,emapalumab,,,,,,,,,,
,Aemcolo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Aemcolo (rifamycin) is a broad spectrum, orally non-absorbable antibiotic for the treatment of travelerâ€™s diarrhea caused by noninvasive strains of Escherichia coli.","Cosmo Technologies, Ltd.",Traveler's Diarrhea,16-Nov-18,11/16/18,Aemcolo,rifamycin,rifamycin,,,,,,,,,,
,Yupelri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yupelri (revefenacin) is a long-acting muscarinic antagonist (LAMA) for the treatment of chronic obstructive pulmonary disease (COPD).,"Theravance Biopharma, Inc.",Chronic Obstructive Pulmonary Disease,9-Nov-18,11/9/18,Yupelri,revefenacin,revefenacin,,,,,,,,,,
,Primatene Mist,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"Primatene Mist (epinephrine) is an over-the-counter (OTC) bronchodilator used for the temporary relief of the symptoms of mild asthma. The new formulation of Primatene Mist approved November 2018 is a CFC-free metered dose inhaler (MDI) containing hydrofluoroalkane (HFA) propellants.","Amphastar Pharmaceuticals, Inc.",Asthma,8-Nov-18,11/8/18,Primatene Mist,epinephrine,epinephrine,,,,,,,,,,
,Bryhali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bryhali (halobetasol propionate) is a high-potency topical corticosteroid formulation for the treatment of plaque psoriasis in adults.,Ortho Dermatologics,Plaque Psoriasis,6-Nov-18,11/6/18,Bryhali,halobetasol propionate,halobetasol,,,,,,,,,,
,Dsuvia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Dsuvia (sufentanil) is a synthetic opioid analgesic formulation for the management of acute pain that is severe enough to require an opioid analgesic, and for which alternative treatments are inadequate. ","AcelRx Pharmaceuticals, Inc.",Pain,2-Nov-18,11/2/18,Dsuvia,sufentanil,sufentanil,,,,,,,,,,
,Lorbrena,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lorbrena (lorlatinib) is an anaplastic lymphoma kinase (ALK) tyrosine kinase inhibitor (TKI) for the treatment of patients with ALK-positive metastatic non-small cell lung cancer (NSCLC).,Pfizer Inc.,Non-Small Cell Lung Cancer,2-Nov-18,11/2/18,Lorbrena,lorlatinib,lorlatinib,,,,,,,,,,
,Udenyca,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,Udenyca (pegfilgrastim-cbqv) is a PEGylated growth colony-stimulating factor biosimilar to Neulasta (pegfilgrastim) indicated to reduce the duration of febrile neutropenia in patients treated with chemotherapy.,"Coherus BioSciences, Inc.",Neutropenia Associated with Chemotherapy,2-Nov-18,11/2/18,,pegfilgrastim-cbqv,pegfilgrastim,Yes,,,,,,,,,
,Sympazan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Sympazan (clobazam) is an oral film benzodiazepine formulation indicated for the adjunctive treatment of seizures associated with Lennox-Gastaut Syndrome.,"Aquestive Therapeutics, Inc.",Lennox-Gastaut Syndrome,1-Nov-18,11/1/18,Sympazan,clobazam,clobazam,,,,,,,,,,
,Hyrimoz,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,"Hyrimoz (adalimumab-adaz) is an anti-TNF-Î± monoclonal antibody biosimilar to Humira, approved for the treatment of various inflammatory diseases including rheumatoid arthritis, juvenile idiopathic arthritis, psoriatic arthritis, ankylosing spondylitis, Crohnâ€™s disease, ulcerative colitis, and plaque psoriasis.",Sandoz Inc.,"Rheumatoid Arthritis, Juvenile Idiopathic Arthritis, Psoriatic Arthritis, Ankylosing Spondylitis, Crohn's Disease -- Maintenance, Ulcerative Colitis, Plaque Psoriasis",30-Oct-18,10/30/18,,adalimumab-adaz,adalimumab,Yes,,,,,,,,,
,Bijuva,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bijuva (estradiol and progesterone) is a bio-identical hormone combination for the treatment of moderate-to-severe vasomotor symptoms (hot flashes) due to menopause.,"TherapeuticsMD, Inc.",Menopausal Vasomotor Symptoms,28-Oct-18,10/28/18,Bijuva,estradiol and progesterone,estradiol,,,,,,,,,,
,Xofluza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xofluza (baloxavir marboxil) is a polymerase acidic (PA) endonuclease inhibitor for the treatment of   influenza (the flu) in people 12 years of age and older who have had flu symptoms for no more than 48 hours and who are otherwise healthy, or at high risk of developing flu-related complications.","Genentech, Inc.",Influenza,24-Oct-18,10/24/18,Xofluza,baloxavir marboxil,baloxavir,,,,,,,,,,
,Khapzory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Khapzory (levoleucovorin) is a folate analog indicated for:,"Spectrum Pharmaceuticals, Inc.","Methotrexate Rescue, Folic Acid Antagonist Overdose, Colorectal Cancer",19-Oct-18,10/19/18,Khapzory,levoleucovorin,levoleucovorin,,,,,,,,,,
,Talzenna,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Talzenna (talazoparib) is an oral poly ADP ribose polymerase (PARP) inhibitor indicated for the treatment of patients with deleterious or suspected deleterious germline BRCA-mutated (gBRCAm) HER2-negative locally advanced or metastatic breast cancer.,Pfizer Inc.,Breast Cancer,16-Oct-18,10/16/18,Talzenna,talazoparib,talazoparib,,,,,,,,,,
,Yutiq,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,Yutiq (fluocinolone acetonide) is a corticosteroid intravitreal implant indicated for the treatment of chronic non-infectious uveitis affecting the posterior segment of the eye.,"EyePoint Pharmaceuticals, Inc.",Non-Infectious Posterior Segment Uveitis,12-Oct-18,10/12/18,Yutiq,fluocinolone acetonide,fluocinolone,,,,,,,,,,
,Revcovi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Revcovi (elapegademase-lvlr) is a recombinant adenosine deaminase indicated for thetreatment of adenosine deaminase severe combined immune deficiency (ADA-SCID).","Leadiant Biosciences, Inc.",Adenosine Deaminase Severe Combined Immune,5-Oct-18,10/5/18,Revcovi,elapegademase-lvlr,elapegademase,,,,,,,,,,
,Tegsedi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tegsedi (inotersen) is an antisense oligonucleotide inhibitor of the transthyretin (TTR) protein for the treatment of the polyneuropathy of hereditary transthyretin-mediated amyloidosis in adults. ,"Ionis Pharmaceuticals, Inc.",Amyloidogenic Transthyretin Amyloidosis,5-Oct-18,10/5/18,Tegsedi,inotersen,inotersen,,,,,,,,,,
,Nuzyra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nuzyra (omadacycline) is an aminomethylcycline tetracycline antibiotic for the treatment of community-acquired bacterial pneumonia (CABP) and acute bacterial skin and skin structure infections (ABSSSI).,"Paratek Pharmaceuticals, Inc.","Skin and Structure Infection, Pneumonia",2-Oct-18,10/2/18,Nuzyra,omadacycline,omadacycline,,,,,,,,,,
,Climara Pro,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Climara Pro (estradiol and levonorgestrel) is a transdermal combined hormone therapy for the relief of moderate to severevasomotor symptoms associated with menopause, such as hot flashesand night sweats.",Berlex Laboratories,Postmenopausal Symptoms,21-Nov-03,11/21/03,,estradiol and levonorgestrel,estradiol,,,,,,,,,,
,Cialis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cialis is a phosphodiesterase 5 (PDE5) inhibitor indicated for erectile dysfunction, and to treat the signs and symptoms of benign prostatic hyperplasia. ",Eli Lilly and Co.,"Erectile Dysfunction, Benign Prostatic Hyperplasia",21-Nov-03,11/21/03,,PDE5,PDE5,,,,,,,,,,
,Equetro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Equetro (carbamazepine) is an extended-release anticonvulsant indicated for the treatment of acute manic and mixed episodes associated with Bipolar I Disorder.,Shire Pharmaceuticals Group plc,Bipolar Disorder,10-Dec-04,12/10/04,,carbamazepine,carbamazepine,,,,,,,,,,
,Zylet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Zylet (loteprednol etabonate and tobramycin ophthalmic suspension) a topicalanti-inflammatory corticosteroid and antibiotic combination for use in the treatment of inflammatory ocular conditions.",Bausch & Lomb,"Uveitis, Iritis, Bacterial Conjunctivitis, Keratitis, Cyclitis",14-Dec-04,12/14/04,,loteprednol etabonate and tobramycin ophthalmic suspension,loteprednol,,,,,,,,,,
,Kepivance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Kepivance (palifermin) is a recombinant human keratinocyte growth factorindicated to decrease the incidence and duration of severe oralmucositis.",Amgen Inc.,Mucositis,15-Dec-04,12/15/04,,palifermin,palifermin,,,,,,,,,,
,Lunesta,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Lunesta (eszopiclone) is a nonbenzodiazepinehypnotic agent indicated for the treatment of patients whoexperience difficulty falling asleep as well as for the treatmentof patients who are unable to sleep through the night (sleepmaintenance difficulty).",Sepracor Inc.,Insomnia,15-Dec-04,12/15/04,,eszopiclone,eszopiclone,,,,,,,,,,
,Macugen,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Macugen (pegaptanib) is a selective vascular endothelial growth factor (VEGF)antagonist indicated for the treatment of neovascular (wet)age-related macular degeneration (AMD), an eye disease associatedwith aging that destroys central vision.",Eyetech / Pfizer Inc,Macular Degeneration,17-Dec-04,12/17/04,,pegaptanib,pegaptanib,,,,,,,,,,
,depo-subQ provera 104,NA,NA,NA,NA,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,"depo-subQ provera 104 (medroxyprogesterone acetate) is a lower dose,subcutaneous formulation of Depo Provera indicated for theprevention of pregnancy in women of child bearing potential.",Pfizer Inc.,Contraception,17-Dec-04,12/17/04,,medroxyprogesterone acetate,medroxyprogesterone,,,,,,,,,,
,Enablex,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Enablex (darifenacin) is a muscarinic receptor antagonist indicated forthe treatment of overactive bladder.","Allergan, Inc.",Overactive Bladder,22-Dec-04,12/22/04,,darifenacin,darifenacin,,,,,,,,,,
,Clolar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Clolar (clofarabine) is a purine nucleoside anti-metabolite indicated for thetreatment of children with refractory or relapsed acutelymphoblastic leukemia (ALL).",Genzyme Corp.,Acute Lymphoblastic Leukemia,28-Dec-04,12/28/04,,clofarabine,clofarabine,,,,,,,,,,
,Prialt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Prialt (ziconotide) is a non-opioid intrathecal (IT) therapy indicated for the management of severe chronic pain in patients for whom intrathecal therapy is warranted, and who are intolerant of or refractory to other treatment, such as systemic analgesics, adjunctive therapies, or IT morphine.","Elan Corporation, plc",Pain,28-Dec-04,12/28/04,,ziconotide,ziconotide,,,,,,,,,,
,Ventavis,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ventavis (iloprost) inhalation solution is synthetic analogue of prostacyclin PGIB2B indicated for the treatment of pulmonary arterial hypertension.,"CoTherix, Inc.",Pulmonary Hypertension,29-Dec-04,12/29/04,,iloprost,iloprost,,,,,,,,,,
,Lyrica,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Lyrica (pregabalin) is a structural derivative of the inhibitory neurotransmitter gamma aminobutyric acid indicated for the management of neuropathic pain associated with diabetic peripheral neuropathy, postherpetic neuralgia and spinal cord injury; as an adjunctive therapy for partial onset seizures and for the treatment of fibromyalgia.",Pfizer Inc.,"Neuropathic Pain, Postherpetic Neuralgia, Fibromyalgia, Diabetic Neuropathy, Epilepsy",30-Dec-04,12/30/04,,pregabalin,pregabalin,,,,,,,,,,
,Abraxane,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,"Abraxane (paclitaxel protein-bound) is an albumin-bound form of the antineoplastic agent paclitaxel indicated for the treatment of breast cancer, non-small cell lung cancer, and pancreatic cancer.","American Pharmaceutical Partners, Inc. / American Bioscience, Inc.","Breast Cancer, Non-Small Cell Lung Cancer, Pancreatic Cancer",7-Jan-05,1/7/05,,paclitaxel protein-bound,paclitaxel,,,,,,,,,,
,ThyroShield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,ThyroShield (potassium iodide) is used to protect the thyroid gland from the effects of radiation from inhaled or swallowed radioactive iodine.,Fleming & Company,Radiation Emergency,12-Jan-05,1/12/05,,potassium iodide,potassium,,,,,,,,,,
,Menactra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Menactra (meningococcal conjugate vaccine) is a quadrivalent conjugate vaccine indicated for the prevention of meningococcal disease.,Sanofi Pasteur,Meningococcal Meningitis Prophylaxis,14-Jan-05,1/14/05,,meningococcal conjugate vaccine,meningococcal,,,,,,,,,,
,Seysara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seysara (sarecycline) is an oral, narrow spectrum tetracycline-derived antibiotic for the treatment of inflammatory lesions of non-nodular moderate to severe acne vulgaris.","Almirall, S.A.",Acne,1-Oct-18,10/1/18,Seysara,sarecycline,sarecycline,,,,,,,,,,
,RotaTeq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RotaTeq (rotavirus vaccine, live, oral, pentavalent) is an oral, three-dose vaccine given to infants between the ages of six to 32 weeks for the prevention of rotavirus gastroenteritis, a leading cause of severe diarrhea in infants and young children.","Merck & Co., Inc.",Rotavirus Gastroenteritis,3-Feb-06,2/3/06,,"rotavirus vaccine, live, oral, pentavalent",rotavirus,,,,,,,,,,
