Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,ATC LEVEL,Is Drug Class,Semantic type UMLS property
http://purl.bioontology.org/ontology/UATC/A03DB,Belladonna and derivatives in combination with analgesics,,,FALSE,C3653689,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A03D,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C03AH,"Thiazides, combinations with psycholeptics and/or analgesics",,,FALSE,C3653638,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C03A,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/B01AC03,picotamide,,,FALSE,C0071043,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/B01AC,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N06AF03,phenelzine,,,FALSE,C0031392,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N06AF,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/V04CM01,gonadorelin,,,FALSE,C0023610,http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/V04CM,5,,http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/B01AC06,acetylsalicylic acid,,,FALSE,C0004057,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/B01AC,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A09AB04,citric acid,,,FALSE,C0055819,http://purl.bioontology.org/ontology/STY/T123|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A09AB,5,,http://purl.bioontology.org/ontology/STY/T123|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C07BA,"Beta blocking agents, non-selective, and thiazides",,,FALSE,C3653611,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C07B,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/S01JA51,"fluorescein, combinations",,,FALSE,C3652894,http://purl.bioontology.org/ontology/STY/T130|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/UATC/S01JA,5,,http://purl.bioontology.org/ontology/STY/T130|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/UATC/A06AD61,"lactulose, combinations",,,FALSE,C3652860,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A06AD,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/J04AD,Thiocarbamide derivatives for treatment of tuberculosis,Thiocarbamide derivatives,,FALSE,C3653352,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/J04A,4,Y,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/D05,ANTIPSORIATICS,,,FALSE,C1874314,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D,2,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/G03X,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM in ATC,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,,FALSE,C3653934,http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/G03,3,Y,http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/L02AE01,buserelin,,,FALSE,C0006456,http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/L02AE,5,,http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/G01AF06,ornidazole,,,FALSE,C0029274,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/G01AF,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/V08BA01,barium sulfate with suspending agents,,,FALSE,C3653270,http://purl.bioontology.org/ontology/STY/T130,http://purl.bioontology.org/ontology/UATC/V08BA,5,,http://purl.bioontology.org/ontology/STY/T130
http://purl.bioontology.org/ontology/UATC/R06AX04,phenindamine,,,FALSE,C0070563,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/R06AX,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/S01BC09,pranoprofen,,,FALSE,C0072652,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/S01BC,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C01EB03,indometacin,,,FALSE,C0021246,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C01EB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/R03AK13,salbutamol and beclometasone,,,FALSE,C1828451,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/R03AK,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A02AB05,aluminium acetoacetate,,,FALSE,C3652633,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A02AB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/V03AB26,methionine,,,FALSE,C0025646,http://purl.bioontology.org/ontology/STY/T123|http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/V03AB,5,,http://purl.bioontology.org/ontology/STY/T123|http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/J07AJ51,"pertussis, inactivated, whole cell, combinations with toxoids",,,FALSE,C3653238,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/J07AJ,5,,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A01AB12,hexetidine,,,FALSE,C0019468,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A01AB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C07AB02,metoprolol,,,FALSE,C0025859,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C07AB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/M03AC02,gallamine,,,FALSE,C0016971,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/M03AC,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N01BB06,cinchocaine,,,FALSE,C0012050,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N01BB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/J01CG01,sulbactam,,,FALSE,C0038665,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/UATC/J01CG,5,,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/UATC/R05CA07,antimony pentasulfide,,,FALSE,C0637887,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T197,http://purl.bioontology.org/ontology/UATC/R05CA,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T197
http://purl.bioontology.org/ontology/UATC/A06A,DRUGS FOR CONSTIPATION,,,FALSE,C3653756,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A06,3,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/D03AX09,crilanomer,,,FALSE,C0111063,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D03AX,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/J01FA11,miocamycin,,,FALSE,C0026202,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/UATC/J01FA,5,,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/UATC/N01BB09,ropivacaine,,,FALSE,C0073571,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N01BB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N01AF,"Barbiturates for general anesthesia, plain","Barbiturates, plain",,FALSE,C3541360,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N01A,4,Y,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/R06AD02,promethazine,,,FALSE,C0033405,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/R06AD,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/G02AD01,dinoprost,,,FALSE,C0012471,http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/G02AD,5,,http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/D,DERMATOLOGICALS,,,FALSE,C0011625,http://purl.bioontology.org/ontology/STY/T121,http://www.w3.org/2002/07/owl#Thing,1,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/G03AC06,medroxyprogesterone,,,FALSE,C0025147,http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/G03AC,5,,http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A03CB03,atropine and psycholeptics,,,FALSE,C3652998,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A03CB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/J04AB05,rifapentine,,,FALSE,C0073372,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/UATC/J04AB,5,,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/UATC/C04AE54,"dihydroergocristine, combinations",,,FALSE,C3653151,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C04AE,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/V08AA07,acetrizoic acid,,,FALSE,C0001017,http://purl.bioontology.org/ontology/STY/T130|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/UATC/V08AA,5,,http://purl.bioontology.org/ontology/STY/T130|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/UATC/N02CX07,erenumab,,,FALSE,C4542165,http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N02CX,5,,http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A02AD05,almasilate,,,FALSE,C0051515,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T197,http://purl.bioontology.org/ontology/UATC/A02AD,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T197
http://purl.bioontology.org/ontology/UATC/A10,DRUGS USED IN DIABETES,,,FALSE,C3653344,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A,2,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/S01CA01,dexamethasone and antiinfectives,,,FALSE,C3652910,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/S01CA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/J07BB01,"influenza, inactivated, whole virus",,,FALSE,C3652557,http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/J07BB,5,,http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/D06BX,Other chemotherapeutics in ATC,Other chemotherapeutics,,FALSE,C3653881,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D06B,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/S01CC02,indometacin and antiinfectives,,,FALSE,C3871448,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/S01CC,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/P01CX,Other agents against leishmaniasis and trypanosomiasis in ATC,Other agents against leishmaniasis and trypanosomiasis,,FALSE,C3653928,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/P01C,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,,,FALSE,C3653494,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/G04,3,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/J01EB,Short-acting sulfonamides,,,FALSE,C3653370,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/J01E,4,Y,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/S01XA04,potassium iodide,,,FALSE,C0032831,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T197,http://purl.bioontology.org/ontology/UATC/S01XA,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T197
http://purl.bioontology.org/ontology/UATC/M02AA28,piketoprofen,,,FALSE,C0285260,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/M02AA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/P02CB02,diethylcarbamazine,,,FALSE,C0012191,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/P02CB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C07AB05,betaxolol,,,FALSE,C0005320,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C07AB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/V01AA,Allergen extracts,,,FALSE,C0440016,http://purl.bioontology.org/ontology/STY/T130|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/V01A,4,Y,http://purl.bioontology.org/ontology/STY/T130|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/STY/T090,Occupation or Discipline,,,FALSE,,,http://purl.bioontology.org/ontology/STY/T077,,,
http://purl.bioontology.org/ontology/UATC/N02BG07,flupirtine,,,FALSE,C0060583,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N02BG,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C04AA31,bamethan,,,FALSE,C0004718,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C04AA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N05AL02,sultopride,,,FALSE,C0075630,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N05AL,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/J01,ANTIBACTERIALS FOR SYSTEMIC USE,,,FALSE,C3653727,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/J,2,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/J01DB12,ceftezole,,,FALSE,C0055013,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/UATC/J01DB,5,,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/UATC/C09BB03,lisinopril and amlodipine,,,FALSE,C3652804,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C09BB,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/L04AA10,sirolimus,,,FALSE,C0072980,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/UATC/L04AA,5,,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/UATC/D07AA02,hydrocortisone,,,FALSE,C0020268,http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D07AA,5,,http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/R06AD05,hydroxyethylpromethazine,,,FALSE,C3652684,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/R06AD,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/V03AX03,cobicistat,,,FALSE,C3177235,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/V03AX,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/M09AX05,aceneuramic acid,,,FALSE,C2825327,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/M09AX,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/B03AD01,ferrous amino acid complex,,,FALSE,C1572718,http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/B03AD,5,,http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/D06AX12,amikacin,,,FALSE,C0002499,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/UATC/D06AX,5,,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/UATC/R06AB04,chlorphenamine,,,FALSE,C0008281,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/R06AB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/STY/T125,Hormone,,,FALSE,,,http://purl.bioontology.org/ontology/STY/T123,,,
http://purl.bioontology.org/ontology/UATC/C02AA01,rescinnamine,,,FALSE,C0035167,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C02AA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/D07BB,"Corticosteroids, moderately potent, combinations with antiseptics",,,FALSE,C3653673,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D07B,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/L01XX33,celecoxib,,,FALSE,C0538927,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/L01XX,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C10BX15,atorvastatin and perindopril,,,FALSE,C4542161,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C10BX,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A07D,ANTIPROPULSIVES,,,FALSE,C3653282,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A07,3,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/G02CX,Other gynecologicals in ATC,Other gynecologicals,,FALSE,C3653939,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/G02C,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N06DX02,Ginkgo folium,,,FALSE,C3652574,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N06DX,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C03BA09,meticrane,,,FALSE,C0873165,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C03BA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N02CC02,naratriptan,,,FALSE,C0540623,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N02CC,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/M09AX,Other drugs for disorders of the musculo-skeletal system in ATC,Other drugs for disorders of the musculo-skeletal system,,FALSE,C3653872,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/M09A,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/P03AB,Chlorine containing product ectoparasiticides,Chlorine containing products,,FALSE,C3654001,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/P03A,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N07XX10,laquinimod,,,FALSE,C1260208,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N07XX,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C01CA23,theodrenaline,,,FALSE,C0068955,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C01CA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N06BX07,oxiracetam,,,FALSE,C0069772,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N06BX,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N06AA05,opipramol,,,FALSE,C0029105,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N06AA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A02,DRUGS FOR ACID RELATED DISORDERS,,,FALSE,C3653499,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A,2,Y,http://purl.bioontology.org/ontology/STY/T121
